,code,Frequency_across_Pubmed,Title
2330,C2921193,0,"Other and unspecified adverse effect of drug, medicinal and biological substance"
2331,C0159477,0,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature"
2332,C0159668,0,"Closed fracture of scapula, unspecified part"
2333,C0024528,0,Malaise and fatigue
2334,C0158464,0,"Acquired deformities of forearm, excluding fingers"
2335,C0159822,0,"Pertrochanteric fracture of femur, closed"
2336,C0158453,0,Malunion and nonunion of fracture
2337,C0159826,0,"Pertrochanteric fracture of femur, open"
2338,C0159404,0,Other open skull fracture with cerebral laceration and contusion
2339,C0159883,0,"Trimalleolar fracture, closed"
2340,C0273268,0,Open wound of forehead
2341,C0375375,0,"Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction"
2342,C0375279,0,Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction
2343,C0153487,0,Malignant neoplasm of other specified sites of larynx
2344,C0160408,0,"Injury to spleen without mention of open wound into cavity, hematoma without rupture of capsule"
2345,C0273270,0,Open wound of lip
2346,C0021414,0,Influenza with other respiratory manifestations
2347,C0161063,0,"Blisters, epidermal loss [second degree] of forehead and cheek"
2348,C0410807,0,Dislocation of prosthetic joint
2349,C0158155,0,"Effusion of joint, lower leg"
2350,C0159374,0,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2351,C0494164,0,Secondary malignant neoplasm of small intestine including duodenum
2352,C1719460,0,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
2353,C0345205,0,"Atresia and stenosis of large intestine, rectum, and anal canal"
2354,C0159375,0,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
2355,C0153463,0,Malignant neoplasm of other specified sites of pancreas
2356,C0159793,0,Closed fracture of middle or proximal phalanx or phalanges of hand
2357,C0375116,0,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled"
2358,C1176341,0,Chronic obstructive asthma with (acute) exacerbation
2359,C0949152,0,Vascular complications of other vessels
2360,C0161584,0,Poisoning by psychodysleptics (hallucinogens)
2361,C0160121,0,Concussion with no loss of consciousness
2362,C0160429,0,"Injury to kidney with open wound into cavity, laceration"
2363,C2349262,0,"Plasma cell leukemia, without mention of having achieved remission"
2364,C0400985,0,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction"
2365,C0260334,0,Pneumonitis due to inhalation of food or vomitus
2366,C0348879,0,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease"
2367,C2712828,0,Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity
2368,C0029496,0,Other and unspecified coagulation defects
2369,C0159160,0,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
2370,C0160389,0,"Injury to other gastrointestinal sites, with open wound into cavity"
2371,C0157952,0,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh"
2372,C0159854,0,Closed fracture of upper end of tibia alone
2373,C1561678,0,Encounter for antineoplastic immunotherapy
2374,C0157698,0,Cellulitis and abscess of trunk
2375,C0159716,0,Closed fracture of head of radius
2376,C0159733,0,Closed fracture of shaft of ulna (alone)
2377,C3161134,0,Other digestive system complications
2378,C0154325,0,Other specified drug-induced mental disorders
2379,C0161420,0,C1-C4 level with other specified spinal cord injury
2380,C0158256,0,Displacement of thoracic intervertebral disc without myelopathy
2381,C0021505,0,"Injury to diaphragm, without mention of open wound into cavity"
2382,C0489962,0,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction"
2383,C0490058,0,"Open wound of other and multiple sites of face, complicated"
2384,C2712843,0,Other venous embolism and thrombosis of inferior vena cava
2385,C0409544,0,"Pyogenic arthritis, pelvic region and thigh"
2386,C0175999,0,Postinflammatory pulmonary fibrosis
2387,C0495615,0,Anomalies of skull and face bones
2388,C0161792,0,"Other complications due to other vascular device, implant, and graft"
2389,C0156074,0,"Gastric mucosal hypertrophy, without mention of hemorrhage"
2390,C0160244,0,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
2391,C2349648,0,Nontraumatic hematoma of soft tissue
2392,C0155658,0,"Subendocardial infarction, subsequent episode of care"
2393,C0410417,0,"Chronic osteomyelitis, other specified sites"
2394,C0154527,0,"Sedative, hypnotic or anxiolytic abuse, continuous"
2395,C0159147,0,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
2396,C0153854,0,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
2397,C0868775,0,"Poisoning by aromatic analgesics, not elsewhere classified"
2398,C0496765,0,Malignant neoplasm of anterior aspect of epiglottis
2399,C0160240,0,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
2400,C0268792,0,Atheroembolism of kidney
2401,C0375077,0,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
2402,C0160281,0,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration"
2403,C0160918,0,"Contusion of face, scalp, and neck except eye(s)"
2404,C0161583,0,Poisoning by other tranquilizers
2405,C0160685,0,Injury to other specified blood vessels of head and neck
2406,C0158386,0,"Chronic osteomyelitis, lower leg"
2407,C0029525,0,Other bone cyst
2408,C0158746,0,"Longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)"
2409,C0154352,0,"Catatonic type schizophrenia, chronic with acute exacerbation"
2410,C0749794,0,Unspecified anomaly of upper limb
2411,C0375360,0,Universal ulcerative (chronic) colitis
2412,C0153611,0,Malignant neoplasm of anterior wall of urinary bladder
2413,C2349339,0,Benign carcinoid tumor of the ileum
2414,C0276148,0,Unspecified non-arthropod-borne viral diseases of central nervous system
2415,C0375198,0,"Meningitis due to gram-negative bacteria, not elsewhere classified"
2416,C1135270,0,Disruption of external operation (surgical) wound
2417,C0161422,0,C5-C7 level with complete lesion of spinal cord
2418,C0159462,0,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
2419,C0029805,0,Other specified hypertrophic and atrophic conditions of skin
2420,C0496826,0,Malignant neoplasm of trigone of urinary bladder
2421,C0155910,0,Pulmonary congestion and hypostasis
2422,C0160952,0,Contusion of lower leg
2423,C0158487,0,Other acquired deformities of knee
2424,C0160446,0,"Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder"
2425,C2712887,0,Other conditions of brain
2426,C0156140,0,"Hernia of unspecified site, with obstruction"
2427,C0375725,0,Hemorrhage complicating a procedure
2428,C0156880,0,"Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition"
2429,C0153423,0,"Malignant neoplasm of greater curvature of stomach, unspecified"
2430,C0158367,0,"Panniculitis, other site"
2431,C0155841,0,Cellulitis of pharynx or nasopharynx
2432,C0949122,0,Acute laryngitis without mention of obstruction
2433,C0695255,0,Mechanical complication due to peritoneal dialysis catheter
2434,C0160225,0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
2435,C0160396,0,"Injury to liver without mention of open wound into cavity, laceration, major"
2436,C0156067,0,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
2437,C0156056,0,"Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction"
2438,C0154153,0,Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm
2439,C0273313,0,"Open wound of chest (wall), without mention of complication"
2440,C3665458,0,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
2441,C0155785,0,External hemorrhoids with other complication
2442,C0160169,0,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
2443,C0341089,0,Other functional disorders of intestine
2444,C0409756,0,"Traumatic arthropathy, pelvic region and thigh"
2445,C0153630,0,Malignant neoplasm of choroid
2446,C0153660,0,"Malignant neoplasm of head, face, and neck"
2447,C0158291,0,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
2448,C0152977,0,Other specified bacterial diseases
2449,C0154544,0,"Other, mixed, or unspecified drug abuse, unspecified"
2450,C2891341,0,Other amputation stump complication
2451,C0155670,0,Other specified forms of chronic ischemic heart disease
2452,C0433816,0,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness"
2453,C0153365,0,Malignant neoplasm of upper gum
2454,C0012246,0,"Digestive-genital tract fistula, female"
2455,C0435844,0,Closed supracondylar fracture of femur
2456,C2349276,0,"Acute myeloid leukemia, in relapse"
2457,C0159637,0,Closed fracture of sternum
2458,C3665459,0,Closed fracture of lumbar spine with spinal cord injury
2459,C0348860,0,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease"
2460,C2349264,0,"Other immunoproliferative neoplasms, without mention of having achieved remission"
2461,C0159683,0,Other closed fracture of upper end of humerus
2462,C0155849,0,"Bilateral paralysis of vocal cords or larynx, partial"
2463,C0159362,0,"Other closed skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
2464,C0269870,0,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition"
2465,C0159331,0,"Closed fracture of mandible, alveolar border of body"
2466,C0273292,0,"Open wound of pharynx, without mention of complication"
2467,C0348743,0,Other specified disorders of intestine
2468,C0026509,0,Closed Monteggia's fracture
2469,C0273100,0,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
2470,C0160770,0,Injury to other specified blood vessels of lower extremity
2471,C0375728,0,Infected postoperative seroma
2472,C0494025,0,Intestinal infection due to Clostridium difficile
2473,C0156008,0,"Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction"
2474,C2349799,0,Other transfusion reaction
2475,C0264025,0,"Unspecified osteomyelitis, hand"
2476,C0160298,0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration"
2477,C0153689,0,Secondary malignant neoplasm of other parts of nervous system
2478,C1955700,0,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
2479,C2712996,0,Acute venous embolism and thrombosis of other specified veins
2480,C0158270,0,"Intervertebral disc disorder with myelopathy, lumbar region"
2481,C0161628,0,Poisoning by uric acid metabolism drugs
2482,C3161430,0,Influenza due to identified 2009 H1N1 influenza virus
2483,C0161725,0,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
2484,C0160407,0,"Injury to spleen without mention of open wound into cavity, unspecified injury"
2485,C0153555,0,Malignant neoplasm of other specified sites of female breast
2486,C3161092,0,Other arterial embolism and thrombosis of abdominal aorta
2487,C0156154,0,Toxic gastroenteritis and colitis
2488,C0160587,0,"Open wound of axillary region, without mention of complication"
2489,C0154338,0,Other persistent mental disorders due to conditions classified elsewhere
2490,C0347620,0,Traumatic pneumothorax without mention of open wound into thorax
2491,C0160221,0,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
2492,C1176339,0,Extrinsic asthma with (acute) exacerbation
2493,C2732748,0,Acute systolic heart failure
2494,C0040531,0,Toxic effect of other specified metals
2495,C0159702,0,Other closed fracture of lower end of humerus
2496,C0160131,0,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
2497,C0270942,0,Myasthenia gravis with (acute) exacerbation
2498,C0159357,0,"Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration"
2499,C0029786,0,Other specified disorders of peritoneum
2500,C0154412,0,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior"
2501,C0160296,0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
2502,C1112532,0,"Malignant melanoma of skin of lower limb, including hip"
2503,C0375333,0,"Chronic obstructive asthma, unspecified"
2504,C0160229,0,"Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness"
2505,C1955719,0,"Large cell lymphoma, lymph nodes of head, face, and neck"
2506,C0156078,0,"Alcoholic gastritis, with hemorrhage"
2507,C0158246,0,"Spondylosis with myelopathy, thoracic region"
2508,C0156338,0,Other abscess of vulva
2509,C0158278,0,"Other and unspecified disc disorder, lumbar region"
2510,C0155989,0,"Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction"
2511,C0159538,0,Closed fracture of sixth cervical vertebra
2512,C0154713,0,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, with intractable epilepsy"
2513,C0161785,0,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
2514,C0160409,0,"Injury to spleen without mention of open wound into cavity, capsular tears, without major disruption of parenchyma"
2515,C0432520,0,"Malignant neoplasm of lower lip, vermilion border"
2516,C0154155,0,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm"
2517,C2733634,0,"Other complications of puerperium, postpartum condition or complication"
2518,C0156094,0,Acute appendicitis without mention of peritonitis
2519,C0153380,0,Malignant neoplasm of other specified parts of mouth
2520,C0375083,0,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"
2521,C0159582,0,Closed fracture of T1-T6 level with unspecified spinal cord injury
2522,C0160449,0,Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
2523,C0159679,0,Closed fracture of unspecified part of upper end of humerus
2524,C0009733,0,"Tracheoesophageal fistula, esophageal atresia and stenosis"
2525,C2349328,0,"Malignant carcinoid tumor of foregut, not otherwise specified"
2526,C0159365,0,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2527,C0149823,0,Acute dilatation of stomach
2528,C0158276,0,"Other and unspecified disc disorder, cervical region"
2529,C0375487,0,"Contact dermatitis and other eczema, unspecified cause"
2530,C0029781,0,Other specified disorders of kidney and ureter
2531,C0595979,0,"Colitis, enteritis, and gastroenteritis of presumed infectious origin"
2532,C0160632,0,"Traumatic amputation of other finger(s) (complete) (partial), complicated"
2533,C0695238,0,Other tracheostomy complications
2534,C2921085,0,Influenza due to identified avian influenza virus with pneumonia
2535,C0161635,0,Poisoning by expectorants
2536,C0156623,0,"Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition"
2537,C0347924,0,"Benign neoplasm of pancreas, except islets of Langerhans"
2538,C0162164,0,"Stenosis of pulmonary valve, congenital"
2539,C0267383,0,Regional enteritis of small intestine with large intestine
2540,C3161073,0,Antineoplastic chemotherapy induced pancytopenia
2541,C0160016,0,"Closed dislocation, multiple cervical vertebrae"
2542,C1955681,0,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
2543,C0156626,0,"Premature separation of placenta, delivered, with or without mention of antepartum condition"
2544,C0154144,0,Toxic multinodular goiter without mention of thyrotoxic crisis or storm
2545,C0160404,0,Other injury to liver with open wound into cavity
2546,C0375276,0,Occlusion and stenosis of carotid artery with cerebral infarction
2547,C0435416,0,Open fracture of C5-C7 level with complete lesion of cord
2548,C0375724,0,"Complications affecting other specified body systems, not elsewhere classified"
2549,C0036278,0,Scar conditions and fibrosis of skin
2550,C0160433,0,"Injury to bladder and urethra, with open wound into cavity"
2551,C0156223,0,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
2552,C0157395,0,"Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication"
2553,C0375291,0,"Cerebral artery occlusion, unspecified with cerebral infarction"
2554,C0029816,0,Other specified myoneural disorders
2555,C0159273,0,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2556,C0153521,0,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
2557,C0159734,0,Open fracture of shaft of radius with ulna
2558,C0346782,0,Malignant melanoma of skin of scalp and neck
2559,C0160447,0,Peritoneum injury-closed
2560,C0406078,0,Cellulitis of hand
2561,C0949022,0,Malignant neoplasm of rectum
2562,C0160126,0,Concussion with loss of consciousness of unspecified duration
2563,C0160386,0,"Injury to pancreas, tail, with open wound into cavity"
2564,C0456017,0,Chronic respiratory disease arising in the perinatal period
2565,C0156888,0,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication"
2566,C0153371,0,Malignant neoplasm of other sites of floor of mouth
2567,C0156129,0,"Femoral hernia with obstruction, unilateral or unspecified (not specified as recurrent)"
2568,C0153571,0,Malignant neoplasm of other specified sites of cervix
2569,C1719368,0,"Other causes of encephalitis, myelitis, and encephalomyelitis"
2570,C0029772,0,Other specified diseases of the jaws
2571,C0154034,0,Benign neoplasm of spinal cord
2572,C0375124,0,"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled"
2573,C0159864,0,Closed fracture of shaft of fibula with tibia
2574,C0155782,0,Internal hemorrhoids with other complication
2575,C0160321,0,Laceration of heart with penetration of heart chambers without mention of open wound into thorax
2576,C0161831,0,Foreign body accidentally left during a procedure
2577,C0155875,0,Obstructive chronic bronchitis without exacerbation
2578,C0153369,0,Malignant neoplasm of anterior portion of floor of mouth
2579,C0154014,0,"Benign neoplasm of kidney, except pelvis"
2580,C1719353,0,Encephalitis and encephalomyelitis following immunization procedures
2581,C0153501,0,Malignant neoplasm of anterior mediastinum
2582,C2349326,0,Malignant carcinoid tumor of the bronchus and lung
2583,C0949167,0,Acute coronary occlusion without myocardial infarction
2584,C0152625,0,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
2585,C0160312,0,Traumatic hemothorax without mention of open wound into thorax
2586,C0375275,0,Occlusion and stenosis of carotid artery without mention of cerebral infarction
2587,C0160241,0,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
2588,C0159842,0,Other closed fracture of lower end of femur
2589,C0949126,0,"Supraglottitis unspecified, with obstruction"
2590,C0154091,0,Carcinoma in situ of bladder
2591,C0154707,0,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy"
2592,C0160418,0,"Injury to spleen with open wound into cavity, massive parenchyma disruption"
2593,C0274220,0,Contusion of buttock
2594,C0272469,0,"Closed fracture of mandible, ramus, unspecified"
2595,C0155969,0,"Acute gastric ulcer with hemorrhage, with obstruction"
2596,C0157704,0,Cellulitis and abscess of other specified sites
2597,C0159286,0,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
2598,C0029776,0,Other specified disorders of bladder
2599,C0347621,0,Traumatic hemothorax with open wound into thorax
2600,C0160432,0,"Injury to bladder and urethra, without mention of open wound into cavity"
2601,C0153792,0,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites"
2602,C0159287,0,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
2603,C0155576,0,Multiple involvement of mitral and aortic valves
2604,C2882274,0,Acute combined systolic and diastolic heart failure
2605,C0160440,0,"Injury to unspecified pelvic organ, without mention of open wound into cavity"
2606,C0153435,0,Malignant neoplasm of descending colon
2607,C0489952,0,Viral enteritis NOS
2608,C0155641,0,"Acute myocardial infarction of inferoposterior wall, initial episode of care"
2609,C0153886,0,"Acute myeloid leukemia, in remission"
2610,C3161075,0,Other pancytopenia
2611,C0160652,0,"Open wound of foot except toe(s) alone, complicated"
2612,C0029835,0,Other specified tularemia
2613,C0375363,0,Infection of colostomy or enterostomy
2614,C2362836,0,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus"
2615,C0155556,0,Acute rheumatic endocarditis
2616,C0153612,0,Malignant neoplasm of posterior wall of urinary bladder
2617,C0156819,0,"Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition"
2618,C1719467,0,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease"
2619,C0155971,0,"Acute gastric ulcer with perforation, without mention of obstruction"
2620,C0153416,0,Malignant neoplasm of other specified part of esophagus
2621,C0272577,0,Open unspecified fracture of pelvis
2622,C2921026,0,Other secondary thrombocytopenia
2623,C0160195,0,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
2624,C0159006,0,Perinatal intestinal perforation
2625,C0157289,0,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
2626,C1281794,0,"Tear of lateral cartilage or meniscus of knee, current"
2627,C0156179,0,Other suppurative peritonitis
2628,C0274714,0,Poisoning by sympathomimetics [adrenergics]
2629,C0159963,0,Closed posterior dislocation of hip
2630,C0156109,0,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)"
2631,C0273259,0,"Open wound of scalp, without mention of complication"
2632,C0161632,0,Poisoning by skeletal muscle relaxants
2633,C0160185,0,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness"
2634,C0161421,0,C5-C7 level with unspecified spinal cord injury
2635,C0348650,0,Embolism and thrombosis of other specified artery
2636,C0221540,0,Other alteration of consciousness
2637,C3161366,0,Other and unspecified malignant neoplasm of scalp and skin of neck
2638,C0475036,0,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
2639,C0156868,0,"Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition"
2640,C0161829,0,"Accidental puncture or laceration during a procedure, not elsewhere classified"
2641,C0158253,0,Displacement of cervical intervertebral disc without myelopathy
2642,C0156327,0,Acute salpingitis and oophoritis
2643,C0159661,0,Closed fracture of shaft of clavicle
2644,C0159269,0,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
2645,C0159319,0,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
2646,C0273197,0,"Injury to kidney without mention of open wound into cavity, complete disruption of kidney parenchyma"
2647,C0161549,0,Poisoning by other specified analgesics and antipyretics
2648,C0375009,0,Chronic hepatitis C with hepatic coma
2649,C0027636,0,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2650,C0276333,0,Pneumonia due to parainfluenza virus
2651,C0153681,0,Secondary malignant neoplasm of large intestine and rectum
2652,C0869098,0,"Other adverse food reactions, not elsewhere classified"
2653,C0159625,0,Closed fracture of eight or more ribs
2654,C0159371,0,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
2655,C1135298,0,Aftercare following surgery for neoplasm
2656,C0695237,0,Mechanical complication of tracheostomy
2657,C1456296,0,Delirium due to conditions classified elsewhere
2658,C0153552,0,Malignant neoplasm of upper-outer quadrant of female breast
2659,C0157964,0,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh"
2660,C0157557,0,"Obstetrical blood-clot embolism, postpartum condition or complication"
2661,C0348579,0,Other and unspecified mitral valve diseases
2662,C0154123,0,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
2663,C0264049,0,"Chronic osteomyelitis, ankle and foot"
2664,C0375132,0,"Diabetes with renal manifestations, type II or unspecified type, uncontrolled"
2665,C0029579,0,"Other diseases of lung, not elsewhere classified"
2666,C0159027,0,Other specified conditions originating in the perinatal period
2667,C0161824,0,Infection (chronic) of amputation stump
2668,C0160216,0,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration"
2669,C1260449,0,Other injury of other sites of trunk
2670,C0476454,0,Nonspecific low blood pressure reading
2671,C0156889,0,"Other current conditions classifiable elsewhere of mother, postpartum condition or complication"
2672,C2349532,0,"Other specified forms of effusion, except tuberculous"
2673,C0302426,0,"Other vascular complications of medical care, not elsewhere classified"
2674,C0477999,0,Other specified congenital anomalies of heart
2675,C3161153,0,Aftercare following explantation of joint prosthesis
2676,C0154710,0,"Generalized convulsive epilepsy, with intractable epilepsy"
2677,C0160276,0,"Other and unspecified intracranial hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
2678,C0161419,0,C1-C4 level with central cord syndrome
2679,C0347055,0,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
2680,C0431510,0,"Other anomalies of larynx, trachea, and bronchus"
2681,C0160334,0,Laceration of lung with open wound into thorax
2682,C0156012,0,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, with obstruction"
2683,C0159836,0,Open fracture of shaft of femur
2684,C1719618,0,Nontraumatic compartment syndrome of upper extremity
2685,C0159296,0,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
2686,C0375139,0,"Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
2687,C0375113,0,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
2688,C0795699,0,"Other diseases of pharynx, not elsewhere classified"
2689,C0159405,0,"Other open skull fracture with cerebral laceration and contusion, unspecified state of consciousness"
2690,C1456131,0,Obstructive chronic bronchitis with acute bronchitis
2691,C0161719,0,"Toxic effect of other specified gases, fumes, or vapors"
2692,C0302430,0,"Other and unspecified complications of medical care, not elsewhere classified"
2693,C0159846,0,Open fracture of epiphysis. Lower (separation) of femur
2694,C0160355,0,"Other injury to small intestine, with open wound into cavity"
2695,C0375298,0,Atherosclerosis of native arteries of the extremities with gangrene
2696,C0155886,0,Asthma NOS
2697,C0154035,0,Benign neoplasm of spinal meninges
2698,C0161295,0,Full-thickness skin loss [third degree NOS] of thigh [any part]
2699,C0156168,0,Diverticulosis of colon with hemorrhage
2700,C0155758,0,Other specified hypersensitivity angiitis
2701,C0156871,0,"Other cardiovascular diseases of mother, postpartum condition or complication"
2702,C0155900,0,Pneumonitis due to other solids and liquids
2703,C0160439,0,"Injury to other specified pelvic organs, with open wound into cavity"
2704,C1561661,0,Peri-prosthetic fracture around prosthetic joint
2705,C0410376,0,"Unspecified osteomyelitis, other specified sites"
2706,C0154154,0,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm"
2707,C0375129,0,"Diabetes with other coma, type I [juvenile type], uncontrolled"
2708,C0160293,0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with no loss of consciousness"
2709,C0159168,0,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
2710,C0155561,0,Chronic rheumatic pericarditis
2711,C1961101,0,Other calculus in bladder
2712,C0154661,0,Intraspinal abscess
2713,C0869275,0,Mediastinum disease NEC
2714,C0153400,0,Malignant neoplasm of pyriform sinus
2715,C0018844,0,Heat stroke and sunstroke
2716,C0160562,0,Open wound of penis
2717,C0161770,0,"Mechanical complication of internal orthopedic device, implant, and graft"
2718,C1955550,0,"Infection following other infusion, injection, transfusion, or vaccination"
2719,C0019275,0,Hernia NEC
2720,C0153466,0,Malignant neoplasm of specified parts of peritoneum
2721,C0375617,0,"Closed fracture of cervical vertebra, unspecified level"
2722,C1719670,0,"Unspecified adverse effect of other drug, medicinal and biological substance"
2723,C0269891,0,"Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition"
2724,C0156719,0,"Early onset of delivery, delivered, with or without mention of antepartum condition"
2725,C0160297,0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
2726,C0153809,0,"Mycosis fungoides, lymph nodes of multiple sites"
2727,C0375143,0,"Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled"
2728,C0160249,0,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness"
2729,C0153524,0,Malignant neoplasm of connective and other soft tissue of abdomen
2730,C0160737,0,Injury to other specified blood vessels of abdomen and pelvis
2731,C0158380,0,"Acute osteomyelitis, multiple sites"
2732,C0375118,0,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled"
