cui_code,icd_code1,category,icd_code2,title
C0177427,78.67,ICD9CM,7867,Remov imp dev-tib/fibula
C0177428,78.68,ICD9CM,7868,"Removal of implanted devices from bone, tarsals and metatarsals"
C0177428,78.68,ICD9CM,7868,Remove imp dev-metat/tar
C0177429,78.69,ICD9CM,7869,"Removal of implanted devices from bone, other bones"
C0177429,78.69,ICD9CM,7869,Remove impl device NEC
C0177430,78.71,ICD9CM,7871,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum]"
C0177430,78.71,ICD9CM,7871,Osteoclasis-chest cage
C0177431,78.73,ICD9CM,7873,"Osteoclasis, radius and ulna"
C0177431,78.73,ICD9CM,7873,Osteoclasis-radius/ulna
C0177432,78.74,ICD9CM,7874,"Osteoclasis, carpals and metacarpals"
C0177432,78.74,ICD9CM,7874,Osteoclasis-metacar/car
C0177433,78.78,ICD9CM,7878,"Osteoclasis, tarsals and metatarsals"
C0177433,78.78,ICD9CM,7878,Osteoclasis-metatar/tar
C0177434,78.79,ICD9CM,7879,"Osteoclasis, other bones"
C0177434,78.79,ICD9CM,7879,Osteoclasis NEC
C0177446,78.91,ICD9CM,7891,"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum]"
C0177446,78.91,ICD9CM,7891,Insert bone stimul-chest
C0177447,78.99,ICD9CM,7899,"Insertion of bone growth stimulator, other bones"
C0177447,78.99,ICD9CM,7899,Insert bone stimul NEC
C0177457,79.22,ICD9CM,7922,"Open reduction of fracture without internal fixation, radius and ulna"
C0177457,79.22,ICD9CM,7922,Open reduc-radius/uln fx
C0177458,79.23,ICD9CM,7923,"Open reduction of fracture without internal fixation, carpals and metacarpals"
C0177458,79.23,ICD9CM,7923,Open reduc-metac/car fx
C0177459,79.24,ICD9CM,7924,"Open reduction of fracture without internal fixation, phalanges of hand"
C0177459,79.24,ICD9CM,7924,Open reduction-finger fx
C0177460,79.25,ICD9CM,7925,"Open reduction of fracture without internal fixation, femur"
C0177460,79.25,ICD9CM,7925,Open reduction-femur fx
C0177461,79.26,ICD9CM,7926,"Open reduction of fracture without internal fixation, tibia and fibula"
C0177461,79.26,ICD9CM,7926,Open reduc-tibia/fib fx
C0177462,79.27,ICD9CM,7927,"Open reduction of fracture without internal fixation, tarsals and metatarsals"
C0177462,79.27,ICD9CM,7927,Open reduc-metat/tars fx
C0177463,79.28,ICD9CM,7928,"Open reduction of fracture without internal fixation, phalanges of foot"
C0177463,79.28,ICD9CM,7928,Open reduction-toe fx
C0177464,79.29,ICD9CM,7929,"Open reduction of fracture without internal fixation, other specified bone"
C0177464,79.29,ICD9CM,7929,Open fx reduction NEC
C0177465,79.39,ICD9CM,7939,"Open reduction of fracture with internal fixation, other specified bone"
C0177465,79.39,ICD9CM,7939,Opn fx red w int fix NEC
C0177466,79.49,ICD9CM,7949,"Closed reduction of separated epiphysis, other specified bone"
C0177466,79.49,ICD9CM,7949,Cls reduc-sep epiphy NEC
C0177468,79.59,ICD9CM,7959,"Open reduction of separated epiphysis, other specified bone"
C0177468,79.59,ICD9CM,7959,Open red-sep epiphy NEC
C0177469,79.60,ICD9CM,7960,"Debridement of open fracture, unspecified site"
C0177469,79.6,ICD9CM,796,Debridement of open fracture site
C0177469,79.60,ICD9CM,7960,Open fx site debride NOS
C0177470,79.63,ICD9CM,7963,"Debridement of open fracture site, carpals and metacarpals"
C0177470,79.63,ICD9CM,7963,Debrid opn fx-metac/car
C0177472,79.69,ICD9CM,7969,"Debridement of open fracture site, other specified bone"
C0177472,79.69,ICD9CM,7969,Open fx site debride NEC
C0177473,79.70,ICD9CM,7970,Closed reduction of dislocation of unspecified site
C0177473,79.70,ICD9CM,7970,Cl reduc disloc NOS
C0177474,79.74,ICD9CM,7974,Closed reduction of dislocation of hand and finger
C0177474,79.74,ICD9CM,7974,Cl reduc disloc-hand/fng
C0177475,79.75,ICD9CM,7975,Closed reduction of dislocation of hip
C0177475,79.75,ICD9CM,7975,Cl reduc disloc-hip
C0177476,79.79,ICD9CM,7979,Closed reduction of dislocation of other specified sites
C0177476,79.79,ICD9CM,7979,Cl reduc dislocation NEC
C0177477,79.80,ICD9CM,7980,Open reduction of dislocation of unspecified site
C0177477,79.80,ICD9CM,7980,Open reduc-dislocat NOS
C0177478,79.84,ICD9CM,7984,Open reduction of dislocation of hand and finger
C0177478,79.84,ICD9CM,7984,Opn reduc disloc-hand
C0177479,79.89,ICD9CM,7989,Open reduction of dislocation of other specified sites
C0177479,79.89,ICD9CM,7989,Open reduc-dislocat NEC
C0177482,79.92,ICD9CM,7992,"Unspecified operation on bone injury, radius and ulna"
C0177482,79.92,ICD9CM,7992,Radius/ulna inj op NOS
C0177489,79.99,ICD9CM,7999,"Unspecified operation on bone injury, other specified bone"
C0177489,79.99,ICD9CM,7999,Unspec op-bone inj NEC
C0177493,80.1,ICD9CM,801,Other arthrotomy
C0177494,80.11,ICD9CM,8011,"Other arthrotomy, shoulder"
C0177494,80.11,ICD9CM,8011,Oth arthrotomy-shoulder
C0177495,80.12,ICD9CM,8012,"Other arthrotomy, elbow"
C0177495,80.12,ICD9CM,8012,Oth arthrotomy-elbow
C0177496,80.13,ICD9CM,8013,"Other arthrotomy, wrist"
C0177496,80.13,ICD9CM,8013,Oth arthrotomy-wrist
C0177497,80.14,ICD9CM,8014,"Other arthrotomy, hand and finger"
C0177497,80.14,ICD9CM,8014,Oth arthrotomy-hand/fngr
C0177498,80.15,ICD9CM,8015,"Other arthrotomy, hip"
C0177498,80.15,ICD9CM,8015,Oth arthrotomy-hip
C0177499,80.16,ICD9CM,8016,"Other arthrotomy, knee"
C0177499,80.16,ICD9CM,8016,Oth arthrotomy-knee
C0177500,80.17,ICD9CM,8017,"Other arthrotomy, ankle"
C0177500,80.17,ICD9CM,8017,Oth arthrotomy-ankle
C0177501,80.18,ICD9CM,8018,"Other arthrotomy, foot and toe"
C0177501,80.18,ICD9CM,8018,Oth arthrotomy-foot/toe
C0177502,80.19,ICD9CM,8019,"Other arthrotomy, other specified sites"
C0177502,80.19,ICD9CM,8019,Other arthrotomy NEC
C0177503,80.24,ICD9CM,8024,"Arthroscopy, hand and finger"
C0177503,80.24,ICD9CM,8024,Hand & finger arthroscop
C0177504,80.28,ICD9CM,8028,"Arthroscopy, foot and toe"
C0177504,80.28,ICD9CM,8028,Foot & toe arthroscopy
C0177505,80.35,ICD9CM,8035,Hip joint biopsy
C0177505,80.35,ICD9CM,8035,"Biopsy of joint structure, hip"
C0177506,80.39,ICD9CM,8039,"Biopsy of joint structure, other specified sites"
C0177506,80.39,ICD9CM,8039,Joint biopsy NEC
C0177507,80.4,ICD9CM,804,"Division of joint capsule, ligament, or cartilage"
C0177508,80.41,ICD9CM,8041,"Division of joint capsule, ligament, or cartilage, shoulder"
C0177508,80.41,ICD9CM,8041,Shoulder struct division
C0177509,80.42,ICD9CM,8042,"Division of joint capsule, ligament, or cartilage, elbow"
C0177509,80.42,ICD9CM,8042,Elbow structure division
C0177510,80.43,ICD9CM,8043,"Division of joint capsule, ligament, or cartilage, wrist"
C0177510,80.43,ICD9CM,8043,Wrist structure division
C0177511,80.44,ICD9CM,8044,"Division of joint capsule, ligament, or cartilage, hand and finger"
C0177511,80.44,ICD9CM,8044,Hand joint struct divis
C0177512,80.45,ICD9CM,8045,"Division of joint capsule, ligament, or cartilage, hip"
C0177512,80.45,ICD9CM,8045,Hip structure division
C0177513,80.46,ICD9CM,8046,"Division of joint capsule, ligament, or cartilage, knee"
C0177513,80.46,ICD9CM,8046,Knee structure division
C0177514,80.47,ICD9CM,8047,"Division of joint capsule, ligament, or cartilage, ankle"
C0177514,80.47,ICD9CM,8047,Ankle structure division
C0177515,80.48,ICD9CM,8048,"Division of joint capsule, ligament, or cartilage, foot and toe"
C0177515,80.48,ICD9CM,8048,Foot joint struct divis
C0177516,80.49,ICD9CM,8049,"Division of joint capsule, ligament, or cartilage, other specified sites"
C0177516,80.49,ICD9CM,8049,Jt structur division NEC
C0177518,80.59,ICD9CM,8059,Other destruction of intervertebral disc
C0177518,80.59,ICD9CM,8059,Oth exc/dest intvrt disc
C0177519,80.74,ICD9CM,8074,"Synovectomy, hand and finger"
C0177519,80.74,ICD9CM,8074,Hand synovectomy
C0177520,80.79,ICD9CM,8079,"Synovectomy, other specified sites"
C0177520,80.79,ICD9CM,8079,Synovectomy-site NEC
C0177521,80.8,ICD9CM,808,Other local excision or destruction of lesion of joint
C0177522,80.81,ICD9CM,8081,"Other local excision or destruction of lesion of joint, shoulder"
C0177522,80.81,ICD9CM,8081,Destruc-shoulder les NEC
C0177523,80.82,ICD9CM,8082,"Other local excision or destruction of lesion of joint, elbow"
C0177523,80.82,ICD9CM,8082,Destruc-elbow lesion NEC
C0177524,80.83,ICD9CM,8083,"Other local excision or destruction of lesion of joint, wrist"
C0177524,80.83,ICD9CM,8083,Destruc-wrist lesion NEC
C0177525,80.84,ICD9CM,8084,"Other local excision or destruction of lesion of joint, hand and finger"
C0177525,80.84,ICD9CM,8084,Destruc-hand jt les NEC
C0177526,80.85,ICD9CM,8085,"Other local excision or destruction of lesion of joint, hip"
C0177526,80.85,ICD9CM,8085,Destruct-hip lesion NEC
C0177527,80.86,ICD9CM,8086,"Other local excision or destruction of lesion of joint, knee"
C0177527,80.86,ICD9CM,8086,Destruct-knee lesion NEC
C0177528,80.87,ICD9CM,8087,"Other local excision or destruction of lesion of joint, ankle"
C0177528,80.87,ICD9CM,8087,Destruc-ankle lesion NEC
C0177529,80.88,ICD9CM,8088,"Other local excision or destruction of lesion of joint, foot and toe"
C0177529,80.88,ICD9CM,8088,Destruc-foot jt les NEC
C0177530,80.89,ICD9CM,8089,"Other local excision or destruction of lesion of joint, other specified sites"
C0177530,80.89,ICD9CM,8089,Destruct joint les NEC
C0177531,80.9,ICD9CM,809,Other excision of joint
C0177532,80.91,ICD9CM,8091,"Other excision of joint, shoulder"
C0177532,80.91,ICD9CM,8091,Excision of shoulder NEC
C0177533,80.92,ICD9CM,8092,"Other excision of joint, elbow"
C0177533,80.92,ICD9CM,8092,Excision of elbow NEC
C0177534,80.93,ICD9CM,8093,"Other excision of joint, wrist"
C0177534,80.93,ICD9CM,8093,Excision of wrist NEC
C0177535,80.94,ICD9CM,8094,"Other excision of joint, hand and finger"
C0177535,80.94,ICD9CM,8094,Excision hand joint NEC
C0177536,80.95,ICD9CM,8095,"Other excision of joint, hip"
C0177536,80.95,ICD9CM,8095,Excision of hip NEC
C0177537,80.96,ICD9CM,8096,"Other excision of joint, knee"
C0177537,80.96,ICD9CM,8096,Excision of knee NEC
C0177538,80.97,ICD9CM,8097,"Other excision of joint, ankle"
C0177538,80.97,ICD9CM,8097,Excision of ankle NEC
C0177539,80.98,ICD9CM,8098,"Other excision of joint, foot and toe"
C0177539,80.98,ICD9CM,8098,Excision foot joint NEC
C0177540,,MTH,NOCODE,Excision of joint NEC in ICD9CM_2014
C0177540,80.99,ICD9CM,8099,"Other excision of joint, other specified sites"
C0177540,80.99,ICD9CM,8099,Excision of joint NEC
C0177542,81.02,ICD9CM,8102,"Other cervical fusion of the anterior column, anterior technique"
C0177542,81.02,ICD9CM,8102,Oth cerv fusion ant/ant
C0177543,81.03,ICD9CM,8103,"Other cervical fusion of the posterior column, posterior technique"
C0177543,81.03,ICD9CM,8103,Ot cerv fusion post/post
C0177553,81.17,ICD9CM,8117,Other fusion of foot
C0177553,81.17,ICD9CM,8117,Other fusion of foot
C0177554,81.2,ICD9CM,812,Arthrodesis of other joint
C0177557,81.4,ICD9CM,814,Other repair of joint of lower extremity
C0177558,81.44,ICD9CM,8144,Patellar stabilization
C0177558,81.44,ICD9CM,8144,Patellar stabilization
C0177559,81.45,ICD9CM,8145,Other repair of the cruciate ligaments
C0177559,81.45,ICD9CM,8145,Cruciate lig repair NEC
C0177560,81.46,ICD9CM,8146,Other repair of the collateral ligaments
C0177560,81.46,ICD9CM,8146,Collaterl lig repair NEC
C0177561,81.47,ICD9CM,8147,Other repair of knee
C0177561,81.47,ICD9CM,8147,Other repair of knee
C0177562,81.49,ICD9CM,8149,Other repair of ankle
C0177562,81.49,ICD9CM,8149,Other repair of ankle
C0177563,81.5,ICD9CM,815,Joint replacement of lower extremity
C0177565,81.7,ICD9CM,817,"Arthroplasty and repair of hand, fingers, and wrist"
C0177566,81.72,ICD9CM,8172,Arthroplasty of metacarpophalangeal and interphalangeal joint without implant
C0177566,81.72,ICD9CM,8172,Arthroplasty metacar w/o
C0177567,81.74,ICD9CM,8174,Arthroplasty of carpocarpal or carpometacarpal joint with implant
C0177567,81.74,ICD9CM,8174,Arthroplasty carpal wit
C0177568,81.75,ICD9CM,8175,Arthroplasty of carpocarpal or carpometacarpal joint without implant
C0177568,81.75,ICD9CM,8175,Arthroplasty carpal w/o
C0177569,81.79,ICD9CM,8179,"Other repair of hand, fingers, and wrist"
C0177569,81.79,ICD9CM,8179,Oth repair han/fin/wris
C0177570,81.8,ICD9CM,818,Arthroplasty and repair of shoulder and elbow
C0177571,81.83,ICD9CM,8183,Other repair of shoulder
C0177571,81.83,ICD9CM,8183,Shoulder arthroplast NEC
C0177572,81.85,ICD9CM,8185,Other repair of elbow
C0177572,81.85,ICD9CM,8185,Elbow arthroplasty NEC
C0177573,81.92,ICD9CM,8192,Injection of therapeutic substance into joint or ligament
C0177573,81.92,ICD9CM,8192,Injection into joint
C0177574,81.93,ICD9CM,8193,Suture of capsule or ligament of upper extremity
C0177574,81.93,ICD9CM,8193,Sutur capsul/ligamen arm
C0177575,81.94,ICD9CM,8194,Suture of capsule or ligament of ankle and foot
C0177575,81.94,ICD9CM,8194,Suture capsul/lig ank/ft
C0177576,81.95,ICD9CM,8195,Suture of capsule or ligament of other lower extremity
C0177576,81.95,ICD9CM,8195,Sutur capsul/lig leg NEC
C0177577,81.98,ICD9CM,8198,Other diagnostic procedures on joint structures
C0177577,81.98,ICD9CM,8198,Other joint dx procedure
C0177578,82.0,ICD9CM,820,"Incision of muscle, tendon, fascia, and bursa of hand"
C0177579,82.04,ICD9CM,8204,Incision and drainage of palmar or thenar space
C0177579,82.04,ICD9CM,8204,I & d palmar/thenar spac
C0177580,82.09,ICD9CM,8209,Other incision of soft tissue of hand
C0177580,82.09,ICD9CM,8209,Inc soft tissue hand NEC
C0177581,82.1,ICD9CM,821,"Division of muscle, tendon, and fascia of hand"
C0177582,82.19,ICD9CM,8219,Other division of soft tissue of hand
C0177582,82.19,ICD9CM,8219,Div soft tissue hand NEC
C0177583,82.2,ICD9CM,822,"Excision of lesion of muscle, tendon, and fascia of hand"
C0177584,82.29,ICD9CM,8229,Excision of other lesion of soft tissue of hand
C0177584,82.29,ICD9CM,8229,Exc les sft tiss hnd NEC
C0177585,82.33,ICD9CM,8233,Other tenonectomy of hand
C0177585,82.33,ICD9CM,8233,Hand tenonectomy NEC
C0177586,82.34,ICD9CM,8234,Excision of muscle or fascia of hand for graft
C0177586,82.34,ICD9CM,8234,Exc hnd mus/fas for grft
C0177587,82.35,ICD9CM,8235,Other fasciectomy of hand
C0177587,82.35,ICD9CM,8235,Hand fasciectomy NEC
C0177588,82.36,ICD9CM,8236,Other myectomy of hand
C0177588,82.36,ICD9CM,8236,Other myectomy of hand
C0177589,82.4,ICD9CM,824,"Suture of muscle, tendon, and fascia of hand"
C0177591,82.43,ICD9CM,8243,Delayed suture of other tendon of hand
C0177591,82.43,ICD9CM,8243,Delay sut hand tend NEC
C0177592,82.44,ICD9CM,8244,Other suture of flexor tendon of hand
C0177592,82.44,ICD9CM,8244,Sutur flex tend hand NEC
C0177593,82.45,ICD9CM,8245,Other suture of other tendon of hand
C0177593,82.45,ICD9CM,8245,Suture hand tendon NEC
C0177594,82.46,ICD9CM,8246,Suture of muscle or fascia of hand
C0177594,82.46,ICD9CM,8246,Suture hand muscle/fasc
C0177595,82.5,ICD9CM,825,Transplantation of muscle and tendon of hand
C0177596,82.55,ICD9CM,8255,Other change in hand muscle or tendon length
C0177596,82.55,ICD9CM,8255,Chng hnd mus/ten lng NEC
C0177597,82.56,ICD9CM,8256,Other hand tendon transfer or transplantation
C0177597,82.56,ICD9CM,8256,Transplant hand tend NEC
C0177598,82.57,ICD9CM,8257,Other hand tendon transposition
C0177598,82.57,ICD9CM,8257,Transposit hand tend NEC
C0177599,82.58,ICD9CM,8258,Other hand muscle transfer or transplantation
C0177599,82.58,ICD9CM,8258,Transplant hand musc NEC
C0177600,82.59,ICD9CM,8259,Other hand muscle transposition
C0177600,82.59,ICD9CM,8259,Transposit hand musc NEC
C0177601,82.6,ICD9CM,826,Reconstruction of thumb
C0177602,82.61,ICD9CM,8261,Pollicization operation carrying over nerves and blood supply
C0177602,82.61,ICD9CM,8261,Pollicization operation
C0177603,82.69,ICD9CM,8269,Other reconstruction of thumb
C0177603,82.69,ICD9CM,8269,Thumb reconstruction NEC
C0177605,82.72,ICD9CM,8272,Plastic operation on hand with graft of muscle or fascia
C0177605,82.72,ICD9CM,8272,Plast op hnd-mus/fas grf
C0177606,82.79,ICD9CM,8279,Plastic operation on hand with other graft or implant
C0177606,82.79,ICD9CM,8279,Plast op hand w grft NEC
C0177608,82.85,ICD9CM,8285,Other tenodesis of hand
C0177608,82.85,ICD9CM,8285,Other tenodesis of hand
C0177609,82.86,ICD9CM,8286,Other tenoplasty of hand
C0177609,82.86,ICD9CM,8286,Other tenoplasty of hand
C0177610,82.9,ICD9CM,829,"Other operations on muscle, tendon, and fascia of hand"
C0177610,82.99,ICD9CM,8299,"Other operations on muscle, tendon, and fascia of hand"
C0177610,82.99,ICD9CM,8299,Hand mus/ten/fas/ops NEC
C0177611,82.93,ICD9CM,8293,Aspiration of other soft tissue of hand
C0177611,82.93,ICD9CM,8293,Aspir soft tiss hand NEC
C0177612,82.96,ICD9CM,8296,Other injection of locally-acting therapeutic substance into soft tissue of hand
C0177612,82.96,ICD9CM,8296,Hand sft tissu injec NEC
C0177613,83.0,ICD9CM,830,"Incision of muscle, tendon, fascia, and bursa"
C0177614,83.09,ICD9CM,8309,Other incision of soft tissue
C0177614,83.09,ICD9CM,8309,Soft tissue incision NEC
C0177615,83.1,ICD9CM,831,"Division of muscle, tendon, and fascia"
C0177616,83.13,ICD9CM,8313,Other tenotomy
C0177616,83.13,ICD9CM,8313,Other tenotomy
C0177617,83.19,ICD9CM,8319,Other division of soft tissue
C0177617,83.19,ICD9CM,8319,Soft tissue division NEC
C0177618,83.2,ICD9CM,832,"Diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
C0177619,83.29,ICD9CM,8329,"Other diagnostic procedures on muscle, tendon, fascia, and bursa, including that of hand"
C0177619,83.29,ICD9CM,8329,Soft tissue dx proc NEC
C0177620,83.3,ICD9CM,833,"Excision of lesion of muscle, tendon, fascia, and bursa"
C0177621,83.39,ICD9CM,8339,Excision of lesion of other soft tissue
C0177621,83.39,ICD9CM,8339,Exc les soft tissue NEC
C0177622,83.4,ICD9CM,834,"Other excision of muscle, tendon, and fascia"
C0177623,83.42,ICD9CM,8342,Other tenonectomy
C0177623,83.42,ICD9CM,8342,Other tenonectomy
C0177625,83.44,ICD9CM,8344,Other fasciectomy
C0177625,83.44,ICD9CM,8344,Other fasciectomy
C0177626,83.45,ICD9CM,8345,Other myectomy
C0177626,83.45,ICD9CM,8345,Other myectomy
C0177627,83.49,ICD9CM,8349,Other excision of soft tissue
C0177627,83.49,ICD9CM,8349,Other soft tissue excis
C0177628,83.6,ICD9CM,836,"Suture of muscle, tendon, and fascia"
C0177629,83.64,ICD9CM,8364,Other suture of tendon
C0177629,83.64,ICD9CM,8364,Other suture of tendon
C0177630,83.65,ICD9CM,8365,Other suture of muscle or fascia
C0177630,83.65,ICD9CM,8365,Other muscle/fasc suture
C0177631,83.7,ICD9CM,837,Reconstruction of muscle and tendon
C0177632,83.76,ICD9CM,8376,Other tendon transposition
C0177632,83.76,ICD9CM,8376,Other tendon transposit
C0177633,83.77,ICD9CM,8377,Muscle transfer or transplantation
C0177633,83.77,ICD9CM,8377,Muscle trnsfr/transplant
C0177634,83.79,ICD9CM,8379,Other muscle transposition
C0177634,83.79,ICD9CM,8379,Other muscle transposit
C0177635,83.8,ICD9CM,838,"Other plastic operations on muscle, tendon, and fascia"
C0177636,83.82,ICD9CM,8382,Graft of muscle or fascia
C0177636,83.82,ICD9CM,8382,Muscle or fascia graft
C0177637,83.85,ICD9CM,8385,Other change in muscle or tendon length
C0177637,83.85,ICD9CM,8385,Musc/tend lng change NEC
C0177638,83.87,ICD9CM,8387,Other plastic operations on muscle
C0177638,83.87,ICD9CM,8387,Other plastic ops muscle
C0177639,83.88,ICD9CM,8388,Other plastic operations on tendon
C0177639,83.88,ICD9CM,8388,Other plastic ops tendon
C0177640,83.89,ICD9CM,8389,Other plastic operations on fascia
C0177640,83.89,ICD9CM,8389,Other plastic ops fascia
C0177641,83.9,ICD9CM,839,"Other operations on muscle, tendon, fascia, and bursa"
C0177641,83.99,ICD9CM,8399,"Other operations on muscle, tendon, fascia, and bursa"
C0177641,83.99,ICD9CM,8399,Mus/ten/fas/bur op NEC
C0177642,83.91,ICD9CM,8391,"Lysis of adhesions of muscle, tendon, fascia, and bursa"
C0177642,83.91,ICD9CM,8391,Adhesiolysis mus/ten/fas
C0177643,83.92,ICD9CM,8392,Insertion or replacement of skeletal muscle stimulator
C0177643,83.92,ICD9CM,8392,Insert skel musc stimula
C0177644,83.95,ICD9CM,8395,Aspiration of other soft tissue
C0177644,83.95,ICD9CM,8395,Soft tissue aspirat NEC
C0177645,83.98,ICD9CM,8398,Injection of locally acting therapeutic substance into other soft tissue
C0177645,83.98,ICD9CM,8398,Soft tissue inject NEC
C0177646,84.01,ICD9CM,8401,Amputation and disarticulation of finger
C0177646,84.01,ICD9CM,8401,Finger amputation
C0177649,84.15,ICD9CM,8415,Other amputation below knee
C0177649,84.15,ICD9CM,8415,Below knee amputat NEC
C0177650,84.21,ICD9CM,8421,Thumb reattachment
C0177650,84.21,ICD9CM,8421,Thumb reattachment
C0177652,84.23,ICD9CM,8423,"Forearm, wrist, or hand reattachment"
C0177652,84.23,ICD9CM,8423,Forearm/wrist/hand reatt
C0177654,84.25,ICD9CM,8425,Toe reattachment
C0177654,84.25,ICD9CM,8425,Toe reattachment
C0177656,84.27,ICD9CM,8427,Lower leg or ankle reattachment
C0177656,84.27,ICD9CM,8427,Lower leg/ankle reattach
C0177657,84.28,ICD9CM,8428,Thigh reattachment
C0177657,84.28,ICD9CM,8428,Thigh reattachment
C0177658,84.29,ICD9CM,8429,Other reattachment of extremity
C0177658,84.29,ICD9CM,8429,Reattachment NEC
C0177660,84.41,ICD9CM,8441,Fitting of prosthesis of upper arm and shoulder
C0177660,84.41,ICD9CM,8441,Fit up arm/should prosth
C0177661,84.42,ICD9CM,8442,Fitting of prosthesis of lower arm and hand
C0177661,84.42,ICD9CM,8442,Fit lo arm/hand prosthes
C0177662,84.43,ICD9CM,8443,Fit arm prosthesis NOS
C0177662,84.43,ICD9CM,8443,"Fitting of prosthesis of arm, not otherwise specified"
C0177663,84.9,ICD9CM,849,Other operations on musculoskeletal system
C0177663,84.99,ICD9CM,8499,Other operations on musculoskeletal system
C0177663,84,ICD9CM,84,Other procedures on musculoskeletal system
C0177663,84.99,ICD9CM,8499,Musculoskeletal op NEC
C0177664,84.92,ICD9CM,8492,Separation of equal conjoined twins
C0177664,84.92,ICD9CM,8492,Separat equal join twin
C0177666,85.11,ICD9CM,8511,Closed [percutaneous] [needle] biopsy of breast
C0177666,85.11,ICD9CM,8511,Closed breast biopsy
C0177667,85.12,ICD9CM,8512,Open breast biopsy
C0177667,85.12,ICD9CM,8512,Open biopsy of breast
C0177668,85.19,ICD9CM,8519,Other diagnostic procedures on breast
C0177668,85.19,ICD9CM,8519,Breast dx procedure NEC
C0177671,85.3,ICD9CM,853,Reduction mammoplasty and subcutaneous mammectomy
C0177672,85.36,ICD9CM,8536,Other bilateral subcutaneous mammectomy
C0177672,85.36,ICD9CM,8536,Bilat subq mammectom NEC
C0177674,85.51,ICD9CM,8551,Unilateral injection into breast for augmentation
C0177674,85.51,ICD9CM,8551,Unil breast injec-augmen
C0177675,85.52,ICD9CM,8552,Bilateral injection into breast for augmentation
C0177675,85.52,ICD9CM,8552,Bil breast injec-augment
C0177676,85.7,ICD9CM,857,Total reconstruction of breast
C0177677,85.8,ICD9CM,858,Other repair and plastic operations on breast
C0177678,85.87,ICD9CM,8587,Other repair or reconstruction of nipple
C0177678,85.87,ICD9CM,8587,Nipple repair NEC
C0177679,85.89,ICD9CM,8589,Other mammoplasty
C0177679,85.89,ICD9CM,8589,Mammoplasty NEC
C0177680,85.9,ICD9CM,859,Other operations on the breast
C0177680,85.99,ICD9CM,8599,Other operations on the breast
C0177680,85.99,ICD9CM,8599,Breast operation NEC
C0177682,85.95,ICD9CM,8595,Insertion of breast tissue expander
C0177682,85.95,ICD9CM,8595,Inser breast tissu expan
C0177684,86.0,ICD9CM,860,Incision of skin and subcutaneous tissue
C0177685,86.01,ICD9CM,8601,Aspiration of skin and subcutaneous tissue
C0177685,86.01,ICD9CM,8601,Aspiration skin & subq
C0177686,86.02,ICD9CM,8602,Injection or tattooing of skin lesion or defect
C0177686,86.02,ICD9CM,8602,Skin defect tattooing
C0177687,86.03,ICD9CM,8603,Incision of pilonidal sinus or cyst
C0177687,86.03,ICD9CM,8603,Incision pilonidal sinus
C0177688,86.04,ICD9CM,8604,Other incision with drainage of skin and subcutaneous tissue
C0177688,86.04,ICD9CM,8604,Other skin & subq i & d
C0177690,86.06,ICD9CM,8606,Insertion of totally implantable infusion pump
C0177690,86.06,ICD9CM,8606,Insert infusion pump
C0177691,86.07,ICD9CM,8607,Insertion of totally implantable vascular access device [VAD]
C0177691,86.07,ICD9CM,8607,Insert vasc access dev
C0177692,86.09,ICD9CM,8609,Other incision of skin and subcutaneous tissue
C0177692,86.09,ICD9CM,8609,Skin & subq incision NEC
C0177693,86.1,ICD9CM,861,Diagnostic procedures on skin and subcutaneous tissue
C0177695,86.19,ICD9CM,8619,Other diagnostic procedures on skin and subcutaneous tissue
C0177695,86.19,ICD9CM,8619,Skin & subq dx proc NEC
C0177696,86.2,ICD9CM,862,Excision or destruction of lesion or tissue of skin and subcutaneous tissue
C0177697,86.22,ICD9CM,8622,"Excisional debridement of wound, infection, or burn"
C0177697,86.22,ICD9CM,8622,Exc wound debridement
C0177698,86.23,ICD9CM,8623,"Removal of nail, nail bed, or nail fold"
C0177698,86.23,ICD9CM,8623,Nail removal
C0177699,86.24,ICD9CM,8624,Chemosurgery of skin
C0177699,86.24,ICD9CM,8624,Skin chemosurgery
C0177701,86.28,ICD9CM,8628,"Nonexcisional debridement of wound, infection or burn"
C0177701,86.28,ICD9CM,8628,Nonexcis debridement wnd
C0177702,86.3,ICD9CM,863,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
C0177702,86.3,ICD9CM,863,Other local destruc skin
C0177705,86.61,ICD9CM,8661,Full-thickness skin graft to hand
C0177705,86.61,ICD9CM,8661,Full-thick hand skin grf
C0177706,86.62,ICD9CM,8662,Other skin graft to hand
C0177706,86.62,ICD9CM,8662,Hand skin graft NEC
C0177707,86.63,ICD9CM,8663,Full-thickness skin graft to other sites
C0177707,86.63,ICD9CM,8663,Full-thick skin grft NEC
C0177710,86.71,ICD9CM,8671,Cutting and preparation of pedicle grafts or flaps
C0177710,86.71,ICD9CM,8671,Cut & prep pedicle graft
C0177712,86.73,ICD9CM,8673,Attachment of pedicle or flap graft to hand
C0177712,86.73,ICD9CM,8673,Attach pedicle to hand
C0177713,86.74,ICD9CM,8674,Attachment of pedicle or flap graft to other sites
C0177713,86.74,ICD9CM,8674,Attach pedicle graft NEC
C0177714,86.75,ICD9CM,8675,Revision of pedicle or flap graft
